stateHash,stateValue
"[[0], [0, 0], [0, 1, 0], [0, 0, 0, 1], [0, 0, 0], [1, 0], [1]]",-8.937809999999999
"[[0], [0, 0], [0, 1, 0], [0, 0, 0, 1], [1, 0, 0], [0, 0], [0]]",-9.999
"[[1], [1, 1], [1, 0, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",1.796052406654342
"[[1], [0, 1], [0, 0, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",2.106724901290894
"[[1], [0, 1], [1, 0, 1], [1, 0, 1, 1], [1, 0, 1], [1, 1], [1]]",2.451916556990001
"[[1], [0, 1], [1, 0, 0], [1, 0, 0, 1], [1, 1, 1], [1, 1], [1]]",-0.04355816956796545
"[[0], [0, 0], [1, 0, 1], [1, 0, 0, 1], [1, 1, 1], [1, 1], [1]]",3.261625379000001
"[[0], [0, 0], [1, 0, 1], [1, 1, 0, 1], [1, 0, 1], [1, 0], [1]]",1.9074806521002055
"[[0], [0, 0], [1, 0, 1], [0, 0, 1, 1], [1, 0, 1], [1, 0], [1]]",-0.28943906680942255
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 1, 1], [1, 0], [1]]",-0.16848261
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 0], [1, 1, 0], [1, 1], [1]]",-0.11592899999999999
"[[0], [0, 0], [1, 0, 0], [1, 0, 0, 0], [0, 1, 0], [0, 1], [1]]",-7.559969638452763
"[[0], [0, 0], [1, 0, 0], [1, 1, 0, 0], [0, 0, 0], [0, 0], [1]]",-9.099999925252101
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 1, 0], [0, 0], [1]]",-9.99999
"[[1], [1, 1], [1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [0, 0], [1]]",-0.3140681645901533
"[[1], [1, 1], [1, 1, 1], [1, 0, 1, 1], [1, 0, 1], [0, 1], [1]]",-0.35569811890374325
"[[1], [1, 0], [1, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]",-0.3940009820342357
"[[1], [1, 0], [0, 0, 1], [1, 0, 1, 1], [1, 1, 1], [0, 1], [1]]",-0.20476198515788732
"[[1], [1, 0], [0, 0, 1], [1, 1, 0, 0], [1, 1, 1], [0, 1], [1]]",-0.11650817742782375
"[[1], [1, 0], [0, 1, 1], [1, 0, 0, 0], [0, 1, 1], [0, 1], [1]]",-0.37201977175881346
"[[0], [0, 0], [1, 1, 1], [1, 0, 0, 0], [0, 1, 1], [0, 1], [1]]",-0.09890582931
"[[0], [1, 0], [0, 1, 1], [0, 0, 0, 0], [0, 1, 1], [0, 1], [1]]",-0.2880845716836269
"[[0], [0, 0], [0, 0, 1], [0, 0, 1, 0], [0, 1, 1], [0, 1], [1]]",-5.706568337569128
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 0], [0, 0, 1], [1, 1], [1]]",-7.560987021036806
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 1], [0, 0, 0], [1, 0], [1]]",-8.289999999980678
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0], [1, 0], [1]]",-9.1
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0], [0, 0], [0]]",-10.0
"[[0], [0, 1], [1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",1.7960524111619007
"[[1], [0, 0], [1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",2.1067249012910008
"[[1], [0, 0], [0, 0, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",-0.34132768554347703
"[[1], [0, 1], [0, 0, 0], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]",-0.18188340690390167
"[[1], [0, 1], [0, 0, 1], [1, 1, 0, 0], [1, 0, 1], [1, 1], [1]]",-1.134117240755142
"[[1], [0, 1], [0, 1, 1], [1, 0, 0, 0], [0, 0, 1], [1, 1], [1]]",-0.0989015246379
"[[1], [0, 0], [0, 0, 1], [1, 1, 0, 0], [0, 0, 1], [1, 1], [1]]",-0.10911926289506356
"[[1], [0, 0], [0, 0, 1], [0, 0, 1, 0], [0, 0, 1], [1, 1], [1]]",-0.31130807022279
"[[1], [0, 0], [0, 0, 1], [0, 0, 1, 1], [0, 0, 0], [1, 0], [1]]",0.35830530872516325
"[[1], [0, 0], [0, 0, 1], [0, 1, 0, 0], [0, 0, 0], [1, 0], [1]]",-0.8816829930000002
"[[1], [0, 0], [0, 0, 1], [0, 1, 0, 0], [1, 0, 0], [0, 0], [0]]",-8.170151129999999
